gene_id	log2FoldChange
Rtp4	2.009077893
Samd3	1.19990937
Samd9l	0.747490049
Scimp	0.7486828
Sctr	0.933093209
Sell	1.005847181
Serpina3g	0.752381712
Sh2d1a	1.390804967
Sh2d2a	0.837476024
Siglec1	1.249847104
Skap1	0.913616368
Slain1	1.154042394
Slamf6	0.755204056
Slc1a3	0.8578401
Slc43a1	0.963262461
Slfn1	2.139895698
Slfn4	1.560101581
Slfn8	1.283333803
Slfn9	0.674221968
Sp100	0.841132904
Sp110	0.720272941
Spib	0.807411828
St6galnac5	1.242180131
Stat1	0.84649543
Stat2	0.88819037
Stat4	0.774304377
Tap1	0.611653727
Tbc1d10c	0.632752646
Tbx21	0.844647977
Tgtp2	0.948081464
Thbs2	0.603259152
Themis	0.596482964
Tigit	0.753797721
Timp4	0.819958561
Tmem171	0.749814325
Tmem88b	0.753336966
Tnfrsf13c	0.857657842
Traf3ip3	0.607298859
Treml2	1.017624706
Trex1	0.875797372
Trim30a	0.960229693
Trim30d	0.973825857
Trim34a	0.741789255
Trpm2	0.605570547
Ttpa	0.864850027
Tuba8	1.020018393
Txk	0.838265104
Ubash3a	1.136641478
Ube2l6	0.649614759
Ucp1	2.915358043
Upp2	0.643250523
Usp18	2.076763685
Vat1l	0.816488838
Vnn1	0.918001918
Wnt10b	0.766871792
Xaf1	1.206010508
Xcl1	1.056291092
Zap70	0.738089762
Zbp1	1.962839711
2010003K11Rik	-0.639881848
Acoxl	-1.204169385
Acss2	-0.695728303
Actc1	-1.457099976
Adamts16	-1.015240792
Adamts17	-1.26069525
Adamts18	-1.011183715
Adamts4	-0.94426425
Adamts9	-0.646260528
Agpat2	-0.691131777
Akr1b7	-5.853136747
Aldoart1	-1.05586676
Angptl8	-1.276612425
Apoc3	-0.977594461
Arl14epl	-1.213475869
Art4	-0.801004665
Art5	-1.685141141
Asxl3	-1.04503067
Atp1a4	-0.873184273
Atp2b3	-1.513395013
Casq1	-1.188394225
Ccdc144b	-1.514828515
Ccdc3	-0.605031854
Cck	-1.775291896
Cdh19	-0.903931928
Ces2e	-1.470269838
Chil3	-0.817374271
Chrm4	-0.998998253
Chrna2	-1.09211168
Col8a2	-0.816848892
Comp	-1.246852514
Crisp1	-4.013164819
Crlf1	-0.73704079
Cxcl2	-0.613550049
Cyp2c44	-0.609894963
D630045J12Rik	-0.636350923
Dcstamp	-0.584848168
Ddit4	-0.975459668
Defb42	-2.9413134
Dhcr24	-0.81133338
Diras2	-0.624469332
Dnmt3l	-0.851037838
Dusp1	-0.596390936
Dusp15	-1.2841587
Egln3	-0.609311174
Eno2	-0.627870805
Ereg	-1.348815886
Fam167b	-0.703887032
Fasn	-0.82084671
Fgfr3	-0.791267212
Fhl2	-0.581949818
Frem1	-1.475756361
Fst	-0.744295296
Gal	-2.063514781
Gfra1	-1.151959321
Ggt6	-0.723427379
Gm13889	-0.641999047
Gm38434	-1.045648689
Gpc1	-0.580840764
Gpr50	-0.993523841
Grid1	-0.783199805
Gsg1l	-1.083972096
Gys2	-0.859240866
Hapln4	-1.274908544
Hdc	-0.793606471
Hebp2	-0.92582019
Hephl1	-1.801653851
Hmga2	-0.716060613
Hpx	-1.189492505
Il13ra2	-0.864181231
Il20rb	-0.649327476
Insig1	-0.866330208
Itgad	-1.699025319
Kcna1	-0.635519458
Kcna5	-0.742458465
Kcnc2	-0.621169094
Kcne1l	-1.274683118
Kcnj14	-0.865378439
Kcnma1	-0.637491076
Kif1a	-0.640300693
Klhl23	-0.60256693
Krt79	-0.87922033
Lamb3	-0.580815587
Lhx6	-0.604190256
Lipf	-1.313742819
Lipn	-0.691655069
Lum	-0.626375348
Mal2	-0.583228084
Mbl1	-2.114831705
Mfap3l	-0.596411789
Micall2	-0.660566298
Mlana	-1.040314562
Mlip	-1.483440001
Mmp3	-0.740281757
Mogat2	-0.608912118
Mrc2	-0.658543273
Mstn	-1.984438965
Mvd	-0.615848192
Myoc	-0.662783323
Nacad	-0.645764098
Ncan	-1.13392029
Nepn	-0.630577525
Neurl1a	-0.670400224
Nfil3	-0.871173601
Ngef	-0.760648986
Npas2	-0.650338657
Nptx1	-1.751657996
Npy1r	-0.622886579
Nsdhl	-0.735164192
Nsun7	-0.870167286
Ntsr2	-0.819648572
Ocstamp	-0.685878083
Odf3l1	-0.646766473
Orm2	-0.834142993
Oxtr	-0.762128178
P2rx5	-0.673900603
Pacrg	-0.71656952
Pak3	-0.599827634
Pappa2	-1.121666117
Parm1	-0.820259922
Pcdh12	-0.633729867
Pcdhb15	-1.286597045
Pcdhb5	-0.700941868
Pdlim3	-0.667358116
Per1	-0.83701974
Pla2g2e	-1.22330091
Pla2g4e	-2.272379843
Plch2	-1.102608861
Plcxd1	-0.954909566
Pnmal2	-0.9465205
Poln	-0.638697377
Ptger3	-0.748643008
Ptprn	-0.950066443
Ptx3	-0.77363402
Pvalb	-1.40463352
Rab36	-0.609915907
Rasal1	-0.747852594
Rasl11b	-0.58494317
Ret	-0.745917678
Rhbg	-1.240232329
Rims4	-0.672753294
S100a8	-1.619503625
Scd2	-0.73415203
Sema5b	-0.712597928
Serpina16	-3.391933197
Serpina1f	-5.487623478
Serpina3b	-1.529455037
Serpina3m	-0.890804863
Serpine1	-0.918895748
Sgk1	-0.609960263
Shisa6	-0.706965925
Sik1	-0.661259231
Slc13a3	-0.582867491
Slc15a2	-1.017542526
Slc25a1	-0.840712345
Slc36a2	-0.803539099
Slc6a7	-0.820275491
Smtnl2	-1.282052581
Spink8	-3.560054847
Sptbn5	-0.653529797
Sstr2	-1.200342832
Stc1	-1.275497571
Stk32b	-1.571572552
Tekt1	-1.117440335
Tert	-0.63262019
Tfr2	-0.899373428
Timp1	-0.612151102
Tm4sf5	-0.97804308
Tmem252	-1.4174663
Tph2	-1.933255717
Trdn	-0.95960743
Tro	-0.730870914
Ttc39a	-0.592327431
Tub	-0.865138806
Ubd	-1.102588272
Usp2	-0.607484619
Vsig8	-0.604052911
Vsnl1	-2.113845537
Vwce	-1.498825911
Wdr66	-0.610221191
Wdr93	-0.806651772
Wfdc21	-0.633987757
Wisp1	-1.048820234
Wnt8b	-1.442566348
Zan	-0.630784973
Zfp618	-0.688958511
