gene_id	log2FoldChange
Gm12250	1.032332467
Gm14025	1.809361449
Gm15433	1.197527008
Gm2666	1.329653738
Gm35549	1.405807745
Gm38510	1.368340772
Gm4070	0.749755669
Gm40848	0.66654253
Gm41349	1.435006346
Gm4951	1.009345095
Gm7609	0.836342923
Gm996	1.252053446
Got2	0.650107389
Gpr152	1.165353935
Gpr173	1.018672731
Gpr20	0.952163793
Gpr37l1	0.920167612
Gprasp1	0.605758942
Gpx3	2.1649669
Grhl1	1.11773129
Gsn	0.749920125
Gspt2	0.598293588
Gsta4	0.726713627
Gstm6	0.63679085
Gsto2	0.923267352
Gstt1	0.940071215
Gstt3	0.600674901
Gstt4	1.296074908
Gulp1	1.15419199
Gvin1	0.846413082
Gzf1	0.678155423
H2-M9	0.689253679
H2-T24	0.741907152
H6pd	0.631486848
Hddc3	0.609462641
Herc6	0.736219488
Hipk3	1.029568829
Hlf	1.054808386
Hmgcs2	1.691992706
Hoxa3	0.650834559
Hoxa6	0.715478471
Hoxb9	0.660080341
Hpd	0.936408659
Hsd11b1	0.760702675
Hsf3	0.712247213
Ifi47	0.590785564
Ifih1	0.775345732
Ifit1	1.349145584
Ifit1bl2	1.065286849
Ifit2	0.724051723
Ifit3	1.023079565
Ifit3b	1.067146549
Ifng	1.272571762
Igfbp3	1.072759131
Ikzf2	0.660493669
Il17re	0.901360246
Il6ra	1.003562447
Irf7	1.02685562
Irf9	0.661392752
Irgm2	0.930970669
Irs1	0.993728389
Irs2	0.855934634
Irx1	1.033829779
Isg15	0.739615478
Itgb8	1.499708627
Ivns1abp	1.125250283
Jade3	1.474904081
K230010J24Rik	0.716515781
Kbtbd8	0.703572774
Kcna1	0.800285695
Kcna2	0.952703308
Kcna6	0.89887013
Kcnn3	1.107597731
Kcnq4	0.897994822
Kcnt1	2.898389327
Kiss1r	1.304418869
Klhdc8b	0.801739672
Klhl21	0.697815592
Klk14	2.366148071
Klk8	0.645455972
LOC101055758	0.966483908
LOC102635707	1.537668011
LOC102639543	1.498678341
LOC108167339	1.09818021
LOC108167347	1.243639792
LOC108167597	0.806233118
LOC108167848	0.694361725
LOC108168101	0.582416823
LOC108168923	0.612314144
Lepr	0.719003386
Letm2	0.582492978
Lgals12	0.763346211
Lgals3bp	0.635276805
Lgals4	0.646855218
Lgals9	0.741497712
Lgr5	1.975482602
Lhfpl4	1.093244622
Lnpep	0.791740071
Lrrc48	0.591219302
Lrrn3	0.84453838
Lrrn4	1.234971889
Lurap1	0.684913956
Map3k13	0.642161016
Map3k19	0.727826198
Mchr1	3.001026135
Me3	0.599694321
Met	0.720393831
Mettl20	0.709365791
Mfsd7c	0.981207382
Misp	1.133379292
Morn4	0.640289488
Mrgprh	1.421206955
Mst1r	0.79423617
Mtap7d3	0.714613921
Mterf1a	0.592016941
Mturn	0.730124302
Mybpc2	3.281225979
Mycl	0.853838165
Myh4	2.933734186
Myrip	0.808335703
Nap1l3	0.783195067
Nat8f3	1.080745221
Nat8f4	0.808179444
Ndrg1	0.750809961
Ndrg2	0.65707665
Neil2	0.852239879
Net1	1.375221448
Nmnat2	0.838587484
Nnat	0.855768572
Nov	0.610877645
Nr1d2	0.61001394
Nr4a2	0.610285514
Nrip1	0.637025492
Nrn1	0.73730716
Ntrk3	1.087906928
Nupr1l	0.665528777
Oas1a	1.130852195
Oas1c	0.580854647
Oas1g	0.795948996
Oas2	0.873546644
Oas3	1.369142489
Oasl2	1.058527921
Olig1	1.252318023
Orm3	1.563553753
Pappa2	2.003558273
Paqr6	0.917404892
Parp14	0.657230707
Pbxip1	0.642856705
Pcdhga11	1.179339082
Pcdhga5	0.677362031
Pcdhga9	1.087733756
Pcgf5	0.599379428
Pck1	0.76128765
Pcsk5	0.600362548
Pde1a	0.949005373
Pdilt	1.588088598
Pdk3	0.599551676
Peg3	0.663039388
Peli3	0.839113074
Per3	1.025313534
Pglyrp2	1.143609397
Phf11d	0.606978281
Phkg1	1.289298048
Pkd2l2	0.833948905
Pkhd1l1	1.082791411
Plagl1	1.017322851
Plekha2	0.66595255
Plekhg6	0.796220944
Plk5	2.094375783
Plppr3	1.128816872
Pnldc1	1.02498219
Pnp2	0.928532868
Podn	1.002063732
Pou3f4	2.348049231
Ppargc1a	0.774772825
Ppl	1.581565285
Ppp2r1b	0.664984151
Ppp2r2b	1.177220656
Prodh	0.950489374
Proser2	1.016239743
Prox2	0.585834812
Prr5l	0.7201221
Prrt1	1.050137504
Prtn3	1.157798801
Ptch1	0.819924457
Ptgdr2	2.48115765
Ptn	0.912711885
Ptpn14	0.734301756
Pxmp2	0.695666359
Pydc3	1.25300098
Pydc4	1.792264392
Pyhin1	1.042315481
Ranbp3l	0.885622452
Rasgrf1	1.646331782
Rasl11a	1.173266621
Rassf7	1.030964084
Rcan2	0.647267258
Rdm1	0.628320378
Reln	0.630582329
Rgs11	0.924461112
Rgs7	0.790432047
Rhof	0.699354321
Ripk4	1.09049681
Rnasel	0.773665568
Rorc	1.813065585
Rpl3l	1.807059702
Rtp4	1.200069235
S100a7a	0.763206701
Sbk2	1.330439883
Sctr	1.441881725
Scube3	0.628686421
Sec14l5	1.342788845
Sema3b	0.581437752
Sema3e	0.805958732
Sfxn1	0.695982014
Sh2d4b	1.714686217
Sik2	0.688682012
Six4	0.780330392
Slc19a3	0.877341922
Slc1a3	1.397866944
Slc22a18	0.894584409
Slc25a18	1.63057504
Slc25a29	0.622060435
Slc2a3	1.027304924
Slc43a1	1.800112565
Slc5a3	0.680994579
Slc7a3	1.064531454
Slc7a8	0.996910609
Slc9b2	0.816109334
Slfn1	0.97260474
Slfn8	1.232849352
Slit3	0.86711052
Slitrk2	1.563107258
Smad9	1.41890227
Sntg2	0.65498973
Socs1	0.703797845
Sox10	0.974456288
Sqrdl	0.618794619
St6galnac5	1.900788894
Stat2	0.653860102
Steap4	0.737838388
Strip2	0.890719572
Stx1b	1.114606243
Sulf1	0.710813271
Sult1e1	0.931866403
Sun2	0.690769535
Suox	0.595156032
Svep1	0.722626824
Syt14	0.950424058
Tbx1	1.197719658
Tbx5	0.674839775
Tead1	0.587534661
Tef	0.659837239
Tet1	0.702043526
Tgfa	0.844016103
Tgtp1	0.895743848
Thbd	0.670063907
Thbs1	0.794402865
Thbs2	1.450014765
Timd4	0.764464937
Timp4	1.172444935
Tmem159	0.590042408
Tmem25	0.989846247
Tmem88b	0.86015262
Trim30a	0.64726014
Trim34a	0.662712396
Tspan4	0.711626799
Tspyl4	0.598488974
Ttc36	1.750395872
Ttpa	1.411873115
Tuba8	1.705998909
Tubg2	0.611756909
Txlnb	0.807760422
Txnip	0.625486519
Unc5c	2.862663377
Usp18	1.235679668
Usp53	0.59280781
Vamp1	0.617539702
Vat1l	1.315737212
Vnn1	1.718363282
Vnn3	0.639109534
Wfikkn2	1.3565374
Wif1	0.614854904
Wisp2	0.655668711
Xaf1	0.685228395
Zbp1	1.130510528
Zc2hc1c	1.380333389
Zfhx4	0.638750108
Zfp128	0.636330116
Zfp286	0.721080764
Zfp354a	0.594931475
Zfp354c	0.584049268
Zfp442	0.615593277
Zfp459	0.643311477
Zfp763	0.590839266
Zfp879	0.773959927
Zfp970	0.65915273
Zfr2	0.849712181
Zim1	0.891775644
Zkscan16	0.709922805
Zscan30	0.959965
Zyg11a	1.034896875
1600015I10Rik	-1.601837428
1700029I15Rik	-1.014304582
1700056E22Rik	-0.704039885
2010003K11Rik	-1.359460302
2010300C02Rik	-1.703705825
2610042L04Rik	-1.911513095
2610524H06Rik	-0.644108861
2610528A11Rik	-0.995327423
2810417H13Rik	-0.822348298
2810474O19Rik	-0.74148766
4930427A07Rik	-0.991355745
4930502E18Rik	-0.850941199
4931406C07Rik	-0.611126387
5730508B09Rik	-0.650643899
6030419C18Rik	-0.768950855
6430571L13Rik	-1.060051897
AA414768	-0.706503751
Aadac	-2.710988827
Aadacl2	-1.771673497
Acaa1b	-0.681309464
Ace2	-1.149033873
Acnat2	-1.678573965
Acoxl	-1.932203862
Acss2	-1.021083121
Adam12	-0.972326235
Adam8	-0.873347053
Adamts17	-1.205863783
Adamts3	-0.865667053
Adamts9	-0.603159203
Adamtsl2	-0.664106438
Adgrb2	-1.038149663
Adgrv1	-1.271296389
Adh6b	-1.760627408
Adssl1	-0.71564947
Agpat2	-1.102873353
Ahsg	-4.0519863
Aldh1a7	-0.729955843
Aldh3b2	-0.975223724
Aldoa	-0.6774146
Alg14	-0.638132307
Alox8	-2.221277097
Amigo3	-0.639965089
Angptl1	-0.98544704
Angptl8	-2.440899814
Ankle1	-1.38856491
Aox4	-1.871166762
Apbb1ip	-0.675886663
Apitd1	-1.094353419
Aplnr	-0.593191572
Apoa1	-2.927203171
Apoa2	-1.047188162
Apobec1	-0.63402985
Apoc1	-0.833584548
Apoc3	-0.967454097
Apoc4	-2.14899091
Arg1	-1.570195066
Arhgap25	-0.927792882
Arhgef39	-0.881646379
Arl11	-0.865995983
Arl14epl	-2.090177578
Arxes1	-0.793015838
Ascl1	-0.82530301
Asf1b	-0.882960601
Aspm	-1.44828848
Ass1	-0.842659558
Atf3	-0.926545884
Atox1	-0.678044565
Atp1a4	-1.323662503
Atp6v0d2	-1.027308737
Atp6v1c2	-1.38711841
Atp8a2	-0.612961323
Aurkb	-0.948949026
Avpr1a	-0.688825255
B230311B06Rik	-0.720114242
B3galt1	-0.640219308
B3gat2	-2.182206607
B4galt6	-0.627400819
BC028528	-0.783238225
BC030867	-1.356482525
BC049352	-1.806582112
Basp1	-0.785664131
Batf	-0.625689025
Bcl2a1b	-0.687389747
Bcl2l10	-1.194895072
Bcl3	-0.637136814
Bean1	-0.673398222
Birc5	-1.093739354
Blnk	-0.815287203
Bora	-0.636420389
Bpifb6	-0.896490634
Brca1	-0.671846333
Brinp1	-1.27214585
Brinp2	-1.564435929
Bscl2	-0.694035751
Btk	-0.620163478
Bub1	-1.525305756
Bub1b	-0.615120743
C130050O18Rik	-0.820005357
C1qa	-0.613077064
C1qb	-0.671214397
C1qc	-0.618512691
C1qtnf6	-1.046249449
C330027C09Rik	-0.622385781
C5ar1	-0.682493372
C5ar2	-0.617661329
C77080	-0.596920133
Cacna1d	-0.605581434
Cacng5	-1.175371548
Cadm1	-0.625352559
Camk2a	-0.985922759
Capg	-0.63661005
Car12	-0.865342409
Car6	-1.667771997
Casc5	-1.2580962
Casq1	-0.824189334
Ccdc144b	-1.343566592
Ccdc180	-1.168815387
Ccdc67	-1.07028094
Ccdc74a	-1.13407674
Cck	-1.780664467
Ccl8	-1.514037351
Ccl9	-0.660516882
Ccna2	-1.166873632
Ccnb1	-0.880754789
Ccnb2	-1.233651812
Ccne1	-0.910279676
Cd180	-0.60887117
Cd276	-0.985200236
Cd300a	-0.584930339
Cd300c2	-0.997157734
Cd300lb	-0.735767894
Cd300ld	-0.683103653
Cd320	-0.713070504
Cd68	-0.835123695
Cd83	-0.61090521
Cd93	-0.607943737
Cda	-0.597452257
Cdc20	-0.790693513
Cdc25c	-1.18120308
Cdca2	-0.976037323
Cdca3	-0.583731166
Cdca5	-0.996483339
Cdca8	-0.928508846
Cdh11	-0.791916225
Cdhr2	-1.513474078
Cdhr3	-1.151286029
Cdk1	-0.818597096
Cdkl1	-0.814479186
Cdkn1a	-0.721906668
Cdkn2a	-0.908610403
Cdkn2b	-0.638532531
Cdkn3	-0.726706631
Cebpb	-0.668379282
Cebpd	-0.704158579
Cend1	-1.003601976
Cenpa	-0.741948762
Cenpe	-0.989342201
Cenpf	-1.2784288
Cenph	-1.604381126
Cenpi	-0.918724376
Cenpm	-1.184503393
Cenpq	-0.603458377
Cenpu	-0.622737225
Cep55	-0.972510443
Ces4a	-2.344778649
Cfap161	-1.30694547
Cfap45	-0.991773451
Chaf1b	-0.779334144
Chchd10	-1.626949526
Chia1	-3.789782707
Chil3	-1.015675092
Chrm4	-0.948331672
Cisd3	-0.608913342
Cit	-0.631045224
Ckap2	-1.298213302
Ckap2l	-0.848974957
Cks2	-0.70798467
Clca2	-0.921475951
Cldn1	-0.918989888
Clec11a	-0.628043662
Clec12a	-0.905346002
Clec2l	-1.602295562
Clec4a2	-0.85730882
Clec4a3	-0.635099651
Clec4b1	-0.603728064
Clmp	-0.767443334
Clspn	-0.855210553
Clstn3	-1.158368818
Col13a1	-0.656702768
Col15a1	-0.648218481
Col1a1	-0.768207231
Col22a1	-1.380362482
Col26a1	-0.746963159
Col3a1	-0.775801246
Col4a3	-0.651267207
Col5a3	-0.726766586
Coq7	-0.595248431
Cotl1	-0.596419648
Cox8b	-1.077779738
Cpa2	-0.966640095
Cpn2	-2.041713248
Cpne7	-1.644034308
Cpxm1	-0.903990843
Cpz	-1.161436942
Creb3l3	-1.062741288
Creg2	-1.511893325
Crlf1	-1.324395753
Csf2ra	-0.598947609
Cstb	-0.731466118
Cth	-0.607995227
Ctla2a	-0.585403123
Ctsd	-0.739940698
Ctsk	-0.969998734
Cxadr	-1.182983512
Cxcr4	-1.02641602
Cyba	-0.626081908
Cym	-1.123839316
Cyp2b13	-2.040370877
Cyp2b23	-1.06609574
Cyp2b9	-1.35392677
Cyp2c44	-1.061685774
Cyp3a11	-3.219722504
Cyp51	-0.87650527
Cyth4	-0.628600329
D17H6S56E-5	-0.888298518
Dach1	-0.636457338
Dbf4	-0.645199158
Dcbld1	-0.7386155
Dcbld2	-0.714058433
Ddit4	-1.026161806
Depdc1a	-1.224712545
Depdc1b	-1.807650797
Dera	-0.788967093
Dfna5	-1.008451198
Dgat2	-0.592383764
Dgki	-0.926314422
Dhcr24	-0.601001024
Dhrs7b	-0.792145825
Diaph3	-1.087498243
Dio2	-1.136372098
Diras2	-1.070603909
Disp2	-1.085475057
Dlgap5	-1.331782998
Dnah7c	-1.666068144
Dnajc19	-0.829693967
Dnajc19-ps	-1.055477131
Dnajc22	-2.736646312
Dnajc6	-0.6525458
Dnase2a	-0.677915139
Dnmt3l	-1.882622508
Dock3	-1.803699773
Dpep2	-0.644026553
Dppa2	-3.310433262
Dpysl3	-0.770595988
Dsg1b	-0.823078393
Dtl	-1.101890435
Dusp15	-1.3994671
Dynlt1a	-0.838858265
E2f2	-0.827126001
E2f8	-1.081810909
Ear1	-4.581585191
Echdc1	-0.677645225
Ednrb	-0.801643599
Egln3	-0.985742629
Elovl2	-3.12718796
Elovl3	-3.195768595
Emid1	-1.02556572
Epgn	-2.225340937
Ephb1	-0.746304811
Ephb3	-0.810090938
Espl1	-0.785859284
Evi2a	-0.813911993
Evl	-0.666335475
Exo1	-1.294993393
F2r	-0.743789606
F2rl3	-1.172187758
F7	-0.682312039
Fabp5	-0.876875486
Fam110c	-1.092470511
Fam122b	-0.678929754
Fam124b	-1.300924187
Fam132b	-3.799431985
Fam150b	-0.614337401
Fam167b	-1.326773901
Fam171a2	-0.713244473
Fam19a1	-1.106797603
Fam19a3	-0.840263597
Fam19a5	-0.833306756
Fam213b	-0.925673946
Fam222a	-0.590803906
Fam64a	-1.317263122
Fam65c	-0.842144428
Fam69b	-0.755721968
Fam71d	-2.024259665
Fam71f1	-1.898930096
Fam71f2	-0.639690898
Fam83d	-0.810976955
Fam83f	-0.804573628
Fanca	-1.068746603
Fasl	-1.138977927
Fasn	-0.962482539
Fat3	-0.840414565
Fbln7	-0.683030935
Fbn2	-3.636502307
Fbxo40	-0.713450109
Fcer1g	-0.889859477
Fdps	-0.674735591
Fermt3	-0.625963092
Fgf14	-1.968998524
Fgf9	-1.426603771
Fgg	-3.463170646
Fhdc1	-0.921874195
Fhl2	-0.771338778
Fignl1	-0.827071758
Fitm1	-0.93981559
Fndc5	-1.408410447
Folr2	-0.58159267
Foxm1	-0.974502192
Frem1	-1.489108819
Fyb	-0.686479919
Gabrb3	-1.9643498
Gadd45b	-0.720958144
Gale	-0.625395327
Galnt6	-0.720348384
Galr1	-1.47706676
Gamt	-0.700437887
Gas2l3	-0.66682636
Gc	-5.36733204
Gck	-2.440597429
Gcnt1	-0.63805964
Gdf15	-0.603329429
Gdf3	-0.868804628
Gdpd1	-0.636567899
Ggt6	-0.913963249
Gja1	-0.75701501
Gk	-0.675318554
Glb1l3	-2.194501454
Glipr1	-0.92120076
Gm10406	-1.309590024
Gm13154	-0.752298121
Gm16432	-0.935257565
Gm21451	-0.883191572
Gm28802	-1.160651047
Gm2897	-1.058027116
Gm2956	-2.699549114
Gm3500	-2.761019246
Gm3558	-1.306957566
Gm3636	-1.186486143
Gm38434	-1.232739675
Gm39972	-0.667706485
Gm40011	-0.790716725
Gm4952	-0.675061202
Gm5460	-0.743527843
Gng3	-0.7789326
Golga7b	-0.821050195
Gpc1	-0.66821681
Gpc3	-0.648234378
Gpd1	-0.590438013
Gpnmb	-0.763122477
Gpr39	-1.133152528
Gpr50	-1.356654407
Gpr65	-0.693503473
Gpr85	-1.136800848
Gprin3	-0.598504734
Gramd1b	-0.912044985
Grid1	-1.414680732
Grik4	-1.105168836
Grm4	-1.160622418
Gsap	-0.711183883
Gsg1l	-1.291407723
Gsg2	-0.594781393
Gtse1	-0.958254417
Guca1a	-0.762097269
Guca2b	-2.115452015
Gys2	-1.844184759
Gzme	-3.761342652
H1fx	-1.069507615
H2-DMb1	-0.907899456
Hapln4	-0.906583921
Hck	-0.677827129
Hdac9	-0.71603087
Hdhd3	-0.761652242
Hebp2	-1.873852304
Hephl1	-2.136473375
Hfe	-0.845932922
Hhat	-0.838745515
Hilpda	-1.144898882
Hist1h1d	-1.365371301
Hist1h2bc	-0.736941802
Hist1h2bq	-0.842340503
Hist1h3d	-0.993818884
Hist1h3f	-0.823908036
Hist1h4c	-1.080969745
Hist2h2aa2	-0.601395803
Hist2h3c2	-0.997344122
Hk3	-0.701840422
Hmga2	-1.304631437
Hmmr	-0.904569623
Hmox1	-0.865650092
Homer2	-0.69630554
Hp	-1.068152322
Hpdl	-0.719389861
Hpgds	-0.846196136
Hpx	-1.375776917
Hrasls	-0.627475504
Hsd11b2	-0.743939843
Hsd17b12	-0.665629716
Htr2b	-0.723332828
Hydin	-1.062584178
Ifi30	-0.790422699
Igfals	-0.70593152
Igsf6	-0.934119395
Il13ra2	-1.414847234
Il1rn	-1.154883893
Il20rb	-0.678778101
Il7r	-0.687917759
Ina	-0.5817048
Insig1	-1.08824173
Iqgap3	-1.262953868
Irf8	-0.714612582
Itgad	-1.242973362
Itgax	-0.688963838
Itgb1bp2	-1.075647413
Itih2	-1.955858676
Itih3	-1.085067876
Kcna5	-0.756091222
Kcnc2	-0.605256729
Kcne1l	-1.566128868
Kcnh4	-0.987028668
Kcnj14	-1.050075886
Kcnj16	-1.505153281
Kcnj2	-0.890043631
Kcnk13	-0.685103333
Kcp	-1.202201546
Kif11	-0.852016228
Kif14	-0.779676324
Kif15	-1.110633498
Kif18b	-1.145189677
Kif20b	-0.672473907
Kif21b	-0.712756487
Kif22	-1.438339651
Kif23	-0.871053853
Kif26b	-1.748675981
Kif27	-0.657246087
Kif2c	-1.248041036
Kif4	-1.0090443
Kifc1	-0.581465839
Klhl25	-0.701937604
Klhl4	-0.663287529
Klra2	-0.891563893
Klrb1b	-0.827256083
Kmt5a	-0.637472965
Kng1	-3.103635981
Knstrn	-0.892738997
Kntc1	-0.602908588
Krt1	-2.554833289
Krt79	-1.338029252
Krt9	-1.520817319
LOC100038947	-1.546590193
LOC102635661	-0.603101485
LOC108168067	-1.24148089
Lacc1	-0.581594789
Lalba	-1.795338154
Lat2	-0.614428242
Lcn2	-1.160880336
Lcp1	-0.658052632
Lctl	-0.843529803
Lgals3	-1.039972905
Lgi1	-0.87023431
Lgmn	-0.612384895
Lipf	-1.528603875
Lipn	-1.348778333
Lpar3	-0.805675108
Lpin3	-0.720822375
Lrfn1	-0.92975069
Lrg1	-1.02187154
Lrp8	-0.670520983
Lrr1	-1.495555969
Lrrc25	-0.726609753
Lrrc4	-0.832333851
Lrrc46	-1.091719168
Lrrc55	-1.305690746
Lrrc9	-0.852186894
Lss	-0.739302718
Ltbp3	-0.658977811
Lum	-0.830363855
Lyz2	-0.606511159
Lyzl4	-1.974213037
Mapk6	-0.789658095
Mapkapk3	-0.587513393
44256	-0.694460995
Marcksl1	-0.785820863
Marco	-0.997931565
Mastl	-0.784997389
Mat1a	-4.621885776
Matk	-0.870252097
Mbl1	-2.02612737
Mbnl3	-0.646328988
Mcm10	-0.758407947
Mdfi	-0.799641091
Me1	-0.657066668
Megf10	-1.254170729
Melk	-0.863468323
Mest	-0.595460235
Metrnl	-0.625364599
Mettl7b	-0.827374262
Mfap2	-0.944904585
Mfap4	-1.428648996
Mgp	-0.81629185
Mgst2	-0.870781108
Micall2	-0.936612532
Milr1	-0.685742742
Mis18bp1	-0.768803834
Mki67	-1.306176716
Mmp14	-0.723147406
Mogat2	-1.021268957
Mpc2	-0.697827063
Mpp6	-0.765748237
Mrap	-0.775970188
Ms4a14	-0.949460763
Ms4a6d	-0.585400907
Ms4a7	-0.804755112
Mtl5	-1.007213879
Mug1	-4.583001077
Mup3	-2.155177176
Mvd	-1.092874414
Mxd3	-1.611456304
Mycn	-1.045223849
Myh15	-1.411279472
Myh7b	-1.43043599
Myl6b	-0.823994326
Myo1e	-0.839021489
Myo1f	-0.707229117
Myrf	-0.743236219
Nanos3	-1.335668957
Nav2	-0.669350886
Ncan	-1.22938465
Ncapg	-1.34297392
Nceh1	-0.705325835
Ncf4	-0.771594426
Nckap1l	-0.673490261
Ndc80	-1.18246288
Nectin3	-0.686531248
Neil3	-1.552384368
Neto2	-0.628178987
Nfam1	-0.587710404
Nfil3	-1.079175198
Nhp2	-0.63490357
Nlrp1b	-0.72106579
Noct	-0.610475846
Nostrin	-1.045974772
Npas2	-1.428892136
Npas4	-1.57430032
Nptx1	-1.111945912
Nrp	-1.034163818
Nsdhl	-1.17234468
Nsl1	-0.607416329
Nt5dc2	-0.871237491
Ntsr2	-1.606044931
Nudt14	-0.694939007
Nuf2	-0.90829949
Nup210	-0.590201819
Nxph3	-1.511305451
Nxph4	-1.711694408
Ociad2	-0.627989565
Ocstamp	-0.758499293
Odf3l1	-0.744003936
Ogdhl	-1.035131189
Oit3	-0.986017923
Olfr733	-1.510685588
Olr1	-1.420077975
Orm1	-0.60441154
Otop1	-0.897938062
Oxtr	-1.053977656
P2rx5	-0.951047232
P2ry2	-0.72591849
P2ry6	-0.779198021
Pafah1b3	-0.59156462
Pak3	-1.127420384
Pank1	-0.596832349
Papln	-0.938303506
Paqr9	-0.74486534
Parpbp	-0.653260959
Pbk	-1.011231858
Pcolce2	-0.659383694
Pdgfrl	-0.87621684
Pdlim7	-0.732670419
Pdss1	-0.624205001
Pdxp	-0.617922994
Pdzk1ip1	-2.523050198
Pfn4	-1.015960944
Pianp	-0.781787032
Pik3ap1	-0.718036474
Pip5k1b	-0.599681247
Pitx3	-1.414876287
Pla2g2e	-2.069539939
Pla2g4e	-1.20567911
Pla2g7	-0.580353676
Plch2	-1.369941208
Pld6	-0.783878642
Plekhh1	-0.678177836
Plekhh2	-0.635651285
Plg	-2.726948657
Plin2	-0.60688973
Plin5	-0.741186936
Plk1	-0.795112702
Plxdc1	-1.062238687
Pmm1	-0.58500584
Pole2	-0.59678912
Poln	-0.996567024
Popdc3	-1.277908934
Ppfia3	-0.696012827
Ppic	-0.826638676
Ppm1j	-0.71115833
Ppp1r1a	-1.030473187
Pramef12	-0.620697668
Prc1	-1.047474443
Prima1	-0.614855466
Prkch	-0.610213235
Prr11	-1.038560475
Prrx2	-0.712429058
Prss12	-0.625593145
Prss27	-0.732191471
Prss46	-1.970628919
Prune2	-0.908446821
Ptchd1	-0.965194807
Ptger3	-0.935958076
Ptk7	-0.699879113
Ptpn7	-0.605315183
Ptpro	-0.589949366
Pycard	-0.654793795
Rab15	-1.036904371
Rab4a	-0.823314008
Rab7b	-0.59648192
Rad51	-0.580779103
Rad51ap1	-1.047883635
Rad54b	-0.746993497
Rapgefl1	-0.960810035
Rasd1	-0.667072517
Rasl2-9	-0.992558949
Rassf2	-0.589414935
Rbbp8	-0.701573058
Rbp4	-0.696400477
Rec114	-1.676876434
